Date,Argentina,Australia,Austria,Belgium,Brazil,Canada,China,Denmark,Finland,France,Germany,Greece,Hong Kong,India,Indonesia,Ireland,Israel,Italy,Japan,Korea,Mexico,Netherlands,New Zealand,Norway,Philippines,Portugal,Singapore,Spain,Sweden,Switzerland,Taiwan,Thailand,Turkey,United Kingdom,USA
1995-03-31,0.18513,-0.01248,0.00555,0.05848,-0.13499,0.04076,0.00162,-0.00656,-0.03022,0.13011,-0.02415,0.06177,0.02239,-0.03787,-0.05435,0.01196,0.14066,-0.05806,0.09138,0.08348,0.01811,0.04803,0.03209,-0.01571,-0.03742,0.06531,0.02194,-0.02323,-0.01721,0.06289,0.00759,-0.05151,0.36092,0.07228,0.02473
1995-04-28,0.03015,0.06518,-0.00634,0.06197,0.19376,0.01571,-0.10706,0.04713,0.12642,0.00866,0.0411,0.00424,-0.03135,-0.05055,-0.04473,0.02089,0.05124,0.10152,0.0482,0.00134,0.18928,0.03131,0.11034,0.08233,0.01136,-0.00578,0.01285,0.08001,0.08964,0.01792,-0.08695,0.00485,0.20963,0.01115,0.02937
1995-05-31,0.06161,-0.02495,0.0543,-0.00547,-0.00265,0.0399,0.15975,0.0417,0.03859,0.00975,0.00712,0.06938,0.12841,0.03951,0.15927,0.00805,0.01596,0.00251,-0.06259,-0.01305,-0.03062,0.01032,-0.02541,-0.01683,0.16354,0.00038,0.06382,0.04455,0.01347,0.04579,-0.02759,0.16322,-0.00538,0.02041,0.03706
1995-06-30,-0.0564,-0.01342,0.01221,-0.00109,-0.02588,0.01551,-0.0138,-0.01699,0.14433,-0.01825,0.02705,0.02146,-0.01902,-0.03579,0.04029,0.04298,0.05986,-0.03047,-0.04839,0.01636,0.09436,0.00809,-0.02174,0.04695,0.00136,-0.00397,-0.04971,0.01225,0.04327,0.02826,-0.05207,-0.00871,-0.05851,-0.00172,0.02269
1995-07-31,0.04998,0.09079,0.00509,0.03006,0.03531,0.01615,0.04988,0.06921,0.10729,0.04413,0.05801,0.06516,0.01732,0.03859,0.02048,0.02996,0.00913,0.07729,0.07897,0.0391,0.0914,0.05443,0.04205,0.04391,0.01611,0.0112,0.01956,0.0707,0.06836,0.00908,-0.05367,-0.01768,0.06348,0.05303,0.03208
1995-08-31,-0.02618,0.01634,-0.07659,-0.05867,0.04944,-0.00094,-0.05817,-0.05343,-0.01829,-0.06501,-0.05512,-0.05237,-0.036,-0.038,-0.05012,-0.0022,0.04835,-0.02476,-0.04071,-0.03466,0.0341,-0.06203,-0.04213,-0.05886,-0.05561,-0.08214,-0.04982,-0.03574,-0.02774,-0.02553,-0.09666,-0.05557,-0.19501,-0.02626,-0.00176
1995-09-29,-0.02759,-0.00851,0.0038,0.03331,0.05014,-0.00624,-0.04563,0.01521,0.04312,-0.02034,0.01261,0.02643,0.05683,-0.03163,-0.02795,0.02359,0.01671,-0.01085,0.00795,0.09422,-0.06034,0.04602,0.0169,0.03465,-0.04725,0.0404,-0.00609,-0.0007,0.13697,0.08555,0.05032,-0.00605,-0.08181,0.02744,0.043
1995-10-31,-0.05704,-0.02713,-0.04784,-0.00027,-0.09348,-0.01007,-0.06231,0.00136,-0.14519,0.01384,-0.01336,-0.04144,-0.00073,-0.02654,0.01322,-0.02095,-0.05783,-0.04883,-0.05644,0.01707,-0.13204,-0.01693,0.03519,-0.04969,-0.08135,-0.00458,-0.00359,-0.03372,-0.0437,0.04102,-0.03995,-0.01665,0.09351,-0.00381,-0.00225
1995-11-30,0.14519,0.01833,-0.03639,0.01414,-0.00305,0.03557,-0.07123,0.00398,-0.01935,-0.00638,0.00077,-0.0692,-0.00018,-0.14584,-0.04628,0.00354,0.00301,-0.05695,0.05865,-0.07939,0.08649,0.02944,-0.03239,-0.00668,-0.00475,-0.04102,0.0218,0.07376,0.03313,0.0117,-0.0225,-0.06025,-0.21406,0.00333,0.04218
1995-12-29,0.08514,0.01809,0.02439,0.05329,-0.01958,0.00784,-0.04641,0.02366,-0.15713,0.04074,0.02939,0.04956,0.02982,0.04058,0.09327,0.02111,0.04102,0.09448,0.05062,-0.0408,0.02641,0.04115,0.0097,0.02443,0.07155,0.03026,0.07236,0.04415,-0.02348,0.03824,0.07944,0.07163,-0.0346,0.02376,0.01339
1996-01-31,0.11921,0.02778,0.05704,0.01956,0.17165,0.05032,0.15304,0.03202,-0.01279,0.03925,0.04202,0.05988,0.12606,-0.09614,0.13178,0.01522,-0.01301,0.0442,-0.0136,-0.02363,0.11644,0.00394,0.00689,-0.01963,0.10145,0.08665,0.05226,0.00608,-0.02528,-0.061,-0.07177,0.09167,0.17772,-0.00411,0.03395
1996-02-29,-0.1428,0.02939,-0.00493,-0.01335,-0.04587,-0.01041,0.02964,0.01259,-0.02232,0.01033,0.00775,0.0418,-0.01369,0.22003,0.01689,0.01185,0.04064,-0.01089,-0.01828,-0.02126,-0.0915,0.01977,0.01147,0.0307,-0.01658,0.03166,0.00958,0.06432,0.09643,0.04352,0.01861,-0.05749,0.11688,0.00545,0.00872
1996-03-29,0.03574,-0.00675,-0.00925,-0.02645,-0.01726,0.01804,-0.04598,-0.02591,0.00157,0.02846,-0.00502,0.00068,-0.00171,0.01011,-0.01573,0.03688,-0.08369,-0.0406,0.03481,0.02154,0.0802,0.02736,0.00921,0.0174,-0.01971,0.01313,-0.01623,-0.01666,0.02199,0.08661,0.05474,-0.02134,0.02177,-0.00824,0.00845
1996-04-30,0.10029,0.0468,0.00551,0.02316,0.01048,0.03969,-0.05291,-0.00785,-0.00193,0.01681,-0.03758,-0.07715,-0.00036,0.12354,0.08202,0.02994,0.05855,0.13516,0.05638,0.11651,0.05479,0.00238,-0.0056,0.05878,0.02683,-0.03337,0.0057,0.03633,-0.01213,-0.03999,0.24988,0.01834,-0.05012,0.01676,0.0131
1996-05-31,0.02094,-0.01001,0.05353,0.0135,0.07604,0.01434,0.03977,0.002,0.10374,-0.01235,0.01316,0.01737,0.02732,-0.03748,-0.03001,0.03726,-0.04738,-0.00695,-0.0519,-0.11995,0.00534,0.04428,-0.05845,0.01035,0.11149,0.04861,-0.05062,-0.00991,0.0432,-0.03445,-0.03485,0.01622,-0.07072,0.00889,0.02502
1996-06-28,0.01801,-0.03523,-0.06201,0.00207,0.04829,-0.02887,0.01196,0.02521,-0.04632,0.01669,0.01924,-0.0166,-0.0258,0.03347,-0.02314,0.01116,-0.03033,0.00245,0.00484,-0.11271,-0.01511,0.00034,0.03967,0.00083,0.01727,0.04994,-0.03618,0.03981,0.01215,0.04876,0.1327,-0.05685,0.10981,-0.00865,0.00425
1996-07-31,-0.13766,-0.04914,-0.02299,0.00862,-0.01222,-0.03209,-0.04007,0.01453,0.01068,-0.02919,0.00167,0.00106,-0.04824,-0.08573,-0.1155,-0.0336,-0.09731,-0.07539,-0.04524,-0.03631,-0.06536,-0.01789,0.04425,-0.04781,-0.07499,0.0106,-0.07723,-0.0479,-0.0423,-0.0211,-0.08065,-0.14379,-0.14773,0.0041,-0.04564
1996-08-30,-0.01648,0.06162,0.00839,0.00681,0.0168,0.04312,-0.00323,0.03565,0.10975,-0.02198,0.02188,0.06131,0.0298,-0.02126,0.03403,0.04081,0.05182,-0.00935,-0.04517,-0.05293,0.09229,0.01476,0.02321,0.02535,0.05822,0.03492,0.02164,0.0191,0.06554,0.04245,0.04168,0.01246,-0.01716,0.04888,0.02065
1996-09-30,0.0902,-0.0013,-0.03004,0.01023,0.01863,0.03816,-0.01158,-0.00396,0.00913,0.05378,0.00542,-0.01241,0.06538,-0.08186,0.06606,0.04155,0.02114,0.06255,0.03416,-0.01222,-0.00164,0.02344,-0.00704,0.00444,-0.02424,-0.02759,-0.00275,0.0224,0.04029,-0.02499,0.02378,-0.00265,0.09514,0.02035,0.05432
1996-10-31,-0.00722,0.03611,0.00589,0.01225,0.02571,0.0768,-0.0266,0.03205,0.02279,0.01987,0.00803,-0.02022,0.03938,-0.0219,-0.00728,0.0286,-0.03358,-0.0567,-0.06756,-0.06284,-0.06023,0.02305,0.06285,0.03602,-0.07676,0.01703,-0.03489,0.02909,0.04245,-0.00383,-0.03161,-0.1932,0.04486,0.04458,0.02396
1996-11-29,0.06665,0.03861,0.02254,0.02735,0.00074,0.07141,0.11546,0.0236,0.08237,0.05178,0.03856,-0.04315,0.07929,-0.08901,0.0883,0.02801,0.06146,0.07749,0.01858,-0.01839,0.03871,0.06055,0.01109,0.07147,0.0496,0.01389,0.03652,0.08221,0.06613,0.00764,0.05634,0.02391,0.05646,0.05418,0.07402
1996-12-31,0.05019,-0.00495,0.01435,0.00176,0.04948,-0.03576,0.16571,0.0465,0.0351,0.00866,0.00207,0.01058,-0.0076,0.05587,0.02487,0.0105,0.05022,0.00072,-0.0696,-0.12701,0.02523,0.02178,-0.00482,0.05802,0.02335,0.04373,0.01662,0.09943,0.00721,-0.02065,0.01626,-0.11605,-0.01088,0.03194,-0.0204
1997-01-31,0.09012,-0.04266,-0.04137,0.0219,0.1142,0.04782,-0.02221,0.04012,0.06585,0.02137,-0.00529,0.20103,-0.02392,0.09004,0.06068,-0.01339,0.1382,0.10472,-0.10934,0.05278,0.08607,-0.00967,-0.00189,0.0513,0.09644,0.09769,0.02023,-0.01847,0.02229,0.02911,0.04277,-0.05811,0.52599,-0.03185,0.06699
1997-02-28,0.00724,0.02673,0.0017,0.01325,0.10171,-0.0092,0.02941,-0.00709,-0.01554,0.00403,0.04034,0.06313,-0.00414,0.0687,0.01161,0.02591,0.02775,-0.10714,0.0228,-0.04808,0.03568,0.03891,-0.062,-0.04729,-0.03574,0.00953,-0.01165,-0.03711,-0.00518,0.01174,0.06083,-0.08511,0.00091,0.02868,0.00565
1997-03-31,-0.02172,-0.00568,0.01001,0.01241,-0.0146,-0.05148,-0.02891,0.03013,0.00479,0.02976,0.07242,0.03773,-0.0689,-0.08083,-0.07385,-0.01468,-0.04793,0.02356,-0.03348,-0.03474,-0.02204,0.02238,-0.01435,0.02861,-0.03087,0.03034,-0.07738,0.0386,0.04605,0.05734,-0.01005,-0.01583,-0.03498,0.00796,-0.04618
1997-04-30,0.04897,0.025,-0.04223,0.00798,0.0692,0.02214,0.13209,-0.03109,0.00022,-0.04177,-0.03695,0.0223,0.01356,0.12652,-0.02969,-0.03412,0.018,0.01272,0.03573,0.0347,0.00366,-0.01181,0.00726,-0.04662,-0.16958,0.00023,-0.05396,0.0565,-0.08463,0.02352,0.06363,-0.05182,-0.15978,0.01584,0.06438
1997-05-30,0.07407,0.01623,0.05291,0.0222,0.06274,0.08227,-0.02208,0.07446,0.03715,-0.00938,0.04134,0.13001,0.12356,-0.01597,0.06826,0.04392,0.08346,-0.01258,0.10986,0.07814,0.05756,0.06204,0.06237,0.03995,0.03863,0.06755,0.06358,0.07549,0.07707,0.07391,-0.04141,-0.11883,0.08394,0.04314,0.05523
1997-06-30,0.02083,0.03072,-0.01133,0.01875,0.09993,0.0164,0.01939,0.01979,0.06736,0.08204,0.04311,-0.07852,0.04872,0.14929,0.02342,0.02852,0.01542,0.09336,0.07422,0.01659,0.11227,0.07694,0.05272,0.02617,-0.0067,0.07093,-0.01803,0.07154,0.08599,0.0809,0.13381,-0.08755,0.09116,0.01139,0.04426
1997-07-31,0.06951,-0.00964,0.06107,0.01239,0.0268,0.06386,0.13544,0.06365,0.10765,0.01632,0.09686,0.00715,0.06011,0.01241,-0.10098,0.05571,0.0798,0.05646,-0.03093,-0.03666,0.14928,0.0804,-0.02211,0.01321,-0.12305,0.00622,-0.02706,-0.05721,0.04579,0.01436,0.0826,0.09648,-0.03096,0.04432,0.07781
1997-08-29,-0.02986,-0.07066,-0.06234,-0.07645,-0.15466,-0.05383,0.05883,-0.05033,-0.08672,-0.07682,-0.09982,-0.03605,-0.13334,-0.10892,-0.40829,0.00034,-0.05911,-0.02737,-0.0872,-0.0325,-0.08058,-0.09987,-0.06275,0.00333,-0.29286,-0.06428,-0.08725,-0.02201,-0.05514,-0.09351,-0.04121,-0.34004,-0.02716,-0.01872,-0.06053
1997-09-30,0.03655,0.04594,0.07282,0.05602,0.10715,0.05713,-0.16631,0.1144,0.18489,0.10478,0.07601,0.17447,0.06072,0.01599,0.07328,0.02966,0.04175,0.14363,-0.01564,-0.099,0.14638,0.08632,0.04385,0.1082,-0.11893,0.13341,0.03709,0.14194,0.11851,0.10174,-0.11794,0.11798,0.23006,0.08431,0.05096
1997-10-31,-0.18729,-0.13684,-0.02399,-0.00838,-0.24171,-0.04838,-0.1624,-0.04475,-0.07476,-0.06789,-0.07082,-0.14269,-0.29117,-0.03428,-0.14836,-0.02108,-0.08626,-0.06159,-0.09368,-0.31256,-0.18575,-0.04486,-0.08882,-0.03143,-0.12335,-0.03388,-0.19246,-0.09744,-0.10121,-0.00672,-0.21868,-0.34053,0.05747,-0.04026,-0.02845
1997-11-28,0.07979,-0.02325,-0.06853,0.008,0.02958,-0.03154,-0.18101,0.0104,-0.0478,0.02015,0.03368,-0.02551,-0.01696,-0.10795,-0.23893,-0.00971,0.02029,0.02363,-0.06193,-0.25024,0.09706,-0.00987,-0.03445,-0.06934,-0.02026,0.04329,0.08965,0.05816,0.02233,0.03071,0.00942,-0.1019,-0.01837,0.00248,0.04719
1997-12-31,0.04516,0.02678,0.06916,0.02051,0.0877,0.02407,-0.02964,0.08407,-0.05925,0.03426,0.04054,-0.01277,0.01072,0.01741,-0.34756,0.03931,-0.00118,0.07231,-0.0578,-0.31028,0.07912,0.02355,-0.04845,-0.01573,-0.1011,0.0245,-0.07479,0.02413,-0.03508,0.05526,0.0186,-0.17131,0.19892,0.03536,0.0136
1998-01-30,-0.09393,0.06406,0.03287,0.03557,-0.08635,-0.01905,-0.25436,0.00255,0.08078,0.03469,0.02923,-0.07467,-0.14289,-0.10392,-0.34456,0.06595,-0.08583,0.09019,0.08859,0.70593,-0.14038,0.00804,-0.01726,-0.07889,-0.01089,0.10182,-0.1805,0.07875,0.02479,0.03754,-0.05562,0.34241,-0.04667,0.04629,0.01171
1998-02-27,0.06387,0.01558,0.07021,0.04613,0.07598,0.0836,0.35484,0.02338,0.18722,0.08306,0.06281,0.03177,0.19385,0.1053,0.14932,0.11019,0.04438,0.04124,0.00463,-0.06155,0.03493,0.1007,0.02234,0.02377,0.27868,0.10815,0.25667,0.12689,0.0931,0.09435,0.21254,0.20055,-0.09977,0.06711,0.06898
1998-03-31,0.04459,0.00124,0.04939,0.08239,0.08314,0.07422,-0.02775,0.11747,0.04169,0.11044,0.0664,0.2882,-0.02417,0.0704,0.17831,0.03954,0.07036,0.19556,-0.06858,-0.01106,0.05061,0.03032,-0.04346,0.0824,0.06537,0.08265,-0.01063,0.13191,0.06922,0.02098,-0.0534,-0.11132,-0.08954,0.05069,0.05075
1998-04-30,-0.01523,-0.01663,0.08454,0.06674,-0.04383,0.00377,-0.1041,-0.04298,0.18204,0.03161,0.03615,0.26228,-0.10923,0.02078,-0.12477,0.07867,-0.00083,-0.02123,-0.00464,-0.03262,0.02031,0.03292,-0.00254,0.05322,-0.09923,0.07615,-0.0656,0.02891,0.04837,-0.00583,-0.09424,-0.09833,0.22827,0.00014,0.01066
1998-05-29,-0.12471,-0.05932,0.05608,0.05898,-0.15818,-0.01314,-0.13899,0.02709,-0.01638,0.05104,0.07947,0.0085,-0.14037,-0.11905,-0.34503,-0.04451,0.06991,0.05092,-0.05553,-0.24897,-0.13707,0.05119,-0.06921,-0.081,-0.03627,-0.02254,-0.1758,0.00667,0.02951,0.04219,-0.09601,-0.27422,-0.16678,-0.03891,-0.02111
1998-06-30,-0.05112,0.00029,-0.07288,0.07166,-0.03859,-0.04134,-0.16033,-0.02283,0.05916,0.02253,0.04116,-0.08423,-0.05758,-0.13034,-0.17531,-0.00487,-0.01348,-0.0505,0.01344,-0.09544,-0.06213,-0.01833,-0.13092,-0.03555,-0.183,-0.07541,-0.12882,0.00284,-0.00715,-0.00044,-0.06421,-0.27665,0.04918,0.01334,0.04191
1998-07-31,0.06399,-0.0081,0.01488,0.04822,0.08637,-0.07219,-0.18091,0.02902,0.11277,0.00931,0.02313,0.19224,-0.07894,-0.01314,0.26797,-0.02292,-0.01942,0.0993,-0.01374,0.30848,-0.01298,0.00468,0.08197,0.01412,-0.09663,0.08137,-0.01155,0.05587,-0.0055,0.07248,-0.01764,0.04819,0.0267,-0.02202,-0.01094
1998-08-31,-0.31905,-0.13716,-0.17752,-0.07547,-0.39003,-0.21912,-0.27671,-0.11313,-0.19606,-0.11543,-0.16498,-0.22605,-0.07196,-0.08501,-0.23585,-0.14153,-0.12196,-0.14246,-0.11462,-0.16536,-0.34263,-0.12432,-0.20407,-0.27897,-0.27145,-0.1378,-0.19941,-0.21747,-0.15383,-0.15723,-0.17017,-0.25677,-0.39152,-0.07456,-0.14026
1998-09-30,0.14754,0.06411,-0.10671,-0.02132,0.0365,0.02438,0.43165,-0.04548,0.05308,-0.06654,-0.01395,0.03167,0.15892,0.04889,-0.26151,0.02497,-0.03243,-0.04683,-0.02799,-0.02495,0.19028,-0.06,-0.06248,-0.04127,0.13019,-0.09112,0.12995,-0.02125,-0.08818,-0.08751,0.08372,0.36374,-0.15827,-0.02266,0.06448
1998-10-30,0.13712,0.08383,0.12186,0.06834,0.03908,0.09986,0.09958,0.0751,0.12034,0.10219,0.04086,0.01868,0.32809,-0.0767,0.55587,0.05474,-0.06165,0.0639,0.16688,0.31751,0.11995,0.05502,0.12944,0.16624,0.43349,0.16316,0.23492,0.16018,0.06268,0.14425,0.12848,0.38596,-0.04241,0.05865,0.07622
1998-11-30,0.03257,0.06034,-0.05224,0.03099,0.17319,0.03543,0.03177,-0.04892,0.06845,0.06184,0.05086,0.14623,-0.00483,-0.01808,0.53937,0.05245,0.07031,0.10219,0.04506,0.1873,-0.0616,0.0507,0.05678,-0.06946,0.14096,-0.03427,0.14677,0.06914,0.09391,0.04862,0.0633,0.16136,0.11659,0.04252,0.06682
1998-12-31,-0.0958,-0.00943,0.01473,0.11155,-0.18938,0.00994,-0.08248,0.0992,0.18038,0.04041,0.02394,0.09815,-0.02062,0.08317,-0.05994,0.10444,0.02133,0.08111,0.03801,0.37056,0.04561,0.08439,0.00056,-0.05108,-0.03152,0.02488,-0.01372,0.0314,-0.0163,0.03168,-0.10777,-0.04047,-0.01502,0.02949,0.05797
1999-01-29,-0.04882,0.05846,-0.06102,-0.03295,-0.28562,0.0816,-0.18587,-0.03622,0.10273,0.02817,0.01575,0.14592,-0.06977,0.11938,-0.03139,0.01547,0.0249,-0.05312,0.00661,0.03348,-0.01277,-0.07639,0.09611,0.10194,-0.00985,0.03825,0.00289,-0.0179,0.05803,-0.02411,-0.02955,0.02386,-0.05821,-0.01237,0.04213
1999-02-26,0.00903,-0.02707,0.0542,-0.04639,0.07128,-0.05818,-0.04238,-0.08705,-0.05748,-0.06635,-0.08346,-0.013,0.00653,-0.03348,-0.04156,-0.00354,0.02253,-0.01556,-0.02257,-0.11282,0.09816,-0.00824,-0.0013,-0.09285,0.0017,-0.06917,-0.01359,-0.02004,-0.02515,-0.03325,0.048,-0.09517,0.41792,0.02016,-0.02897
1999-03-31,0.08545,0.04021,-0.00413,-0.05828,0.36504,0.03994,0.12822,-0.01815,0.13267,0.01761,-0.02813,-0.03458,0.12815,0.16659,0.02522,-0.0183,0.10551,0.03768,0.13807,0.16716,0.18329,0.00896,-0.02503,0.09661,0.05226,-0.06912,0.10981,-0.03797,0.01865,-0.01186,0.09696,0.05955,0.12589,0.02916,0.0405
1999-04-30,0.29439,0.10059,0.04138,-0.03376,0.11574,0.10049,0.24975,0.07156,-0.00767,0.02532,0.06389,0.05422,0.22034,-0.12585,0.39605,0.02621,0.00612,-0.03101,0.04119,0.2657,0.117,0.06244,0.15577,0.07849,0.23952,-0.06379,0.23649,0.00364,0.05557,-0.00333,0.08726,0.43184,0.12047,0.03675,0.03513
1999-05-31,-0.04439,-0.08383,-0.12621,-0.05705,-0.04108,-0.02862,-0.013,-0.02882,-0.05435,-0.02412,-0.06176,0.03843,-0.08229,0.18674,0.20629,-0.11616,0.03193,-0.0547,-0.05685,0.00197,-0.02828,-0.05845,-0.16868,-0.05698,-0.05303,0.01956,0.01407,-0.00462,-0.02238,-0.05124,-0.04184,-0.04212,-0.11149,-0.05726,-0.02428
1999-06-30,-0.04318,0.04791,0.04337,0.01023,0.04021,0.04052,0.46499,0.01019,0.15859,0.02923,0.05456,-0.01297,0.09324,0.03478,0.30982,-0.0243,0.03211,-0.024,0.09413,0.29645,0.08572,0.00164,0.0302,-0.01868,0.03214,-0.05554,0.15711,0.00388,0.09522,-0.01713,0.22013,0.17455,-0.05174,0.00058,0.05275
1999-07-30,-0.0585,-0.00248,0.00449,0.00913,-0.10073,0.00612,-0.12491,0.0691,0.01581,0.00448,-0.01699,0.08065,-0.03438,0.10826,-0.13807,0.03999,-0.03048,-0.03333,0.09933,0.04002,-0.09647,0.03087,0.03738,0.04164,-0.09686,0.02174,0.01292,-0.04488,0.03929,0.03863,-0.12364,-0.12721,0.12762,0.01305,-0.03341
1999-08-31,0.04337,-0.05804,0.00021,0.04899,-0.03903,-0.01727,-0.00881,0.00217,-0.03559,0.03548,0.01633,0.15626,0.00683,0.08953,-0.15032,-0.0168,-0.08992,0.02095,-0.00747,0.01899,-0.03276,0.02194,-0.04066,0.03874,-0.09438,-0.02932,-0.00399,0.02373,-0.00551,-0.0019,0.12281,-0.03114,-0.16995,-0.00595,-0.00738
1999-09-30,0.03134,0.00211,-0.054,-0.03177,0.04458,0.02778,-0.04141,0.02949,0.05809,0.00947,-0.01445,0.066,-0.0423,-0.00063,-0.11591,-0.0433,0.02296,0.01921,0.0602,-0.14759,-0.01324,-0.03756,-0.07449,0.02033,-0.06755,-0.0186,-0.01736,-0.01543,-0.00738,-0.00312,-0.06591,-0.19666,0.15233,-0.01832,-0.03071
1999-10-29,-0.00359,-0.02506,-0.01352,-0.00591,0.03406,0.06619,-0.0829,0.01211,0.19786,0.05431,0.05314,-0.05229,0.0499,-0.07077,0.34386,-0.02704,0.05194,-0.03192,0.04242,0.01224,0.0528,0.03312,0.01533,-0.04998,0.01676,0.01733,0.05124,0.01044,0.11381,0.01747,0.03424,0.13889,0.06266,0.02703,0.06434
1999-11-30,-0.00469,0.05113,-0.04605,-0.03085,0.1878,0.03925,-0.01907,0.03345,0.20938,0.03227,0.02686,0.01218,0.12748,0.06244,-0.12338,0.01099,0.11754,0.02269,0.04244,0.21824,0.14036,-0.00756,0.02519,0.02357,-0.04668,0.00775,0.06055,0.08501,0.10648,-0.00838,0.01021,0.04558,0.22852,0.01025,0.02044
1999-12-31,0.04979,0.05463,0.06952,0.06713,0.25338,0.14394,-0.07529,0.05794,0.30442,0.11343,0.17042,-0.02102,0.08636,0.14412,0.19927,0.0164,0.18644,0.14401,0.06164,-0.02973,0.14045,0.09328,0.08307,0.10274,0.09481,0.10147,0.11939,0.05637,0.18398,0.02046,0.1126,0.14725,0.72303,0.05508,0.06876
2000-01-31,0.04825,-0.03768,-0.08892,-0.18815,-0.05603,0.00219,-0.04363,-0.0545,0.00041,-0.06676,-0.03548,-0.10675,-0.07788,0.10755,-0.12437,-0.05654,0.00319,-0.05225,-0.04369,0.01076,-0.10161,-0.12043,-0.12368,-0.08112,-0.08751,-0.01234,-0.13374,-0.07861,0.00669,-0.11055,0.1635,-0.02822,0.04856,-0.09348,-0.05447
2000-02-29,0.13313,-0.02522,-0.04795,-0.04462,0.04147,0.05881,-0.18358,0.0358,0.08529,0.08901,0.10364,0.02495,0.05663,0.18313,-0.09292,-0.02723,0.26946,0.12136,-0.02631,-0.1439,0.13676,0.06263,-0.04644,-0.00013,-0.16009,0.11354,-0.09069,0.0989,0.22812,-0.02301,-0.0427,-0.22874,-0.04772,-0.03367,-0.02474
2000-03-31,-0.10524,-0.01041,0.02374,0.00019,0.03683,0.08853,0.02017,0.09153,0.02688,0.01033,-0.01682,-0.06026,0.02474,-0.10265,-0.00907,0.06537,-0.09541,-0.06394,0.08204,0.11536,0.02338,0.02814,0.03544,0.00657,-0.01164,-0.07747,0.00028,-0.00276,-0.0496,0.08002,0.03884,0.10141,-0.0616,0.07152,0.09883
2000-04-28,-0.0908,-0.0286,-0.05364,-0.02989,-0.13354,-0.03745,0.08814,-0.09182,0.02883,-0.03349,-0.08729,-0.16162,-0.0957,-0.16051,-0.13231,-0.09192,-0.02803,-0.06653,-0.07557,-0.11488,-0.1103,-0.03445,-0.0123,-0.06035,-0.07369,-0.08822,0.05918,-0.07306,-0.01084,-0.03501,-0.11437,-0.06349,0.24708,-0.04365,-0.03325
2000-05-31,-0.06479,-0.03721,0.0339,0.03573,-0.01583,-0.0196,0.008,0.06699,-0.09143,0.02628,-0.03192,0.1052,-0.11648,-0.11954,-0.26499,-0.05507,0.04053,0.04244,-0.0513,-0.0154,-0.10485,0.02577,-0.09438,0.03977,-0.0975,-0.00734,-0.18778,-0.03076,-0.04477,0.05415,0.02066,-0.20989,-0.13625,-0.03568,-0.02738
2000-06-30,0.0613,0.14093,0.03239,0.06544,0.12156,0.12489,0.13143,-0.00198,-0.01998,0.03721,-0.00387,-0.08103,0.07521,0.10051,0.11622,-0.02874,0.071,0.06657,0.06831,0.13868,0.12178,0.05431,0.05556,0.08133,0.00845,0.05676,0.13393,0.02665,-0.01682,0.03762,-0.07472,0.04073,-0.11864,0.00732,0.02304
2000-07-31,-0.04442,-0.06247,-0.00169,0.00988,-0.0111,0.02966,-0.01897,0.02034,-0.1244,-0.01683,-0.0047,-0.0436,0.06549,-0.10968,-0.066,-0.06302,0.01192,-0.04318,-0.11556,-0.16087,-0.02379,-0.04454,-0.02835,-0.0117,-0.14411,-0.02315,-0.00052,-0.02718,-0.03607,0.00242,-0.02594,-0.22291,-0.06825,0.00502,-0.01882
2000-08-31,-0.033,0.00877,-0.02916,-0.01851,0.02265,0.08721,-0.04074,0.05745,-0.02599,-0.02498,-0.04688,-0.15948,0.00718,0.04417,0.01089,0.00434,0.14193,-0.01429,0.06428,-0.03195,0.0468,-0.00274,-0.07555,0.05872,0.0822,-0.03686,0.03321,-0.02057,-0.01274,-0.02325,-0.06385,0.13827,-0.08881,0.00886,0.05103
2000-09-29,-0.04091,-0.04566,0.00362,-0.04226,-0.06449,-0.10164,-0.1246,-0.0196,-0.08776,-0.06429,-0.0532,0.14111,-0.08366,-0.10928,-0.13817,0.07355,0.02654,-0.05938,-0.05012,-0.12444,-0.07913,-0.03971,-0.10376,-0.02174,-0.07732,-0.01624,-0.08576,0.00908,-0.13121,-0.05584,-0.16079,-0.19683,-0.16252,-0.02917,-0.05527
2000-10-31,-0.07163,-0.06607,-0.05573,-0.01621,-0.07833,-0.08811,-0.04705,-0.04632,-0.00579,-0.0245,0.00631,-0.11798,-0.06907,-0.08662,-0.12235,0.00148,-0.12101,0.02246,-0.05845,-0.18909,0.02114,-0.0093,-0.07951,-0.02791,-0.17166,-0.09821,-0.00195,-0.07436,-0.06804,0.00787,-0.12966,-0.03271,0.1711,0.00528,-0.00806
2000-11-30,-0.09507,0.02039,-0.03947,-0.03583,-0.11247,-0.09043,-0.13328,-0.05006,0.0125,-0.0471,-0.07447,-0.13184,-0.03732,0.07244,0.02297,-0.02752,-0.13537,0.01816,-0.04203,-0.06559,-0.10202,-0.00947,0.05735,-0.03743,0.10664,0.00519,-0.0196,-0.07356,-0.09907,0.04108,-0.07709,0.04098,-0.33779,-0.06055,-0.07993
2000-12-29,0.03517,0.03351,0.094,0.08856,0.13723,0.02092,0.00818,0.03619,0.06629,0.07801,0.08382,0.11701,0.09832,-0.00521,-0.09704,0.0686,0.1089,0.02043,-0.0613,-0.03803,-0.02586,0.0498,-0.00488,0.04296,0.09365,0.07876,0.00488,0.08314,0.03016,0.09147,-0.08124,-0.04778,0.09753,0.06645,-0.00258
